Local Time,Measurement,Size (nm),Voltage (V),Sheath Flow,Flowmeter Flow,Corona HV (V)
2025 05 11 20 13 27 +0000, 249 515 29.723091 1 0,30.0,0.18804222222222225,14.12,14.12,4800.0
2025 05 11 20 13 33 +0000, 265 547 31.570745 1 0,30.0,0.18804222222222225,14.04,14.04,4800.0
2025 05 11 20 13 39 +0000, 276 576 33.245144 1 0,30.0,0.18804222222222225,14.17,14.17,4800.0
2025 05 11 20 13 46 +0000, 269 556 32.090397 1 0,30.0,0.18804222222222225,14.01,14.01,4800.0
2025 05 11 20 13 52 +0000, 293 606 34.977547 1 0,30.0,0.18804222222222225,14.09,14.09,4800.0
2025 05 11 20 13 58 +0000, 270 558 32.205879 1 0,30.0,0.18804222222222225,13.59,13.59,4800.0
2025 05 11 20 14 04 +0000, 277 574 33.129726 1 0,30.0,0.18804222222222225,13.79,13.79,4800.0
2025 05 11 20 14 10 +0000, 270 554 31.974979 1 0,30.0,0.18804222222222225,14.14,14.14,4800.0
2025 05 11 20 14 16 +0000, 258 529 30.531490 1 0,30.0,0.18804222222222225,14.02,14.02,4800.0
2025 05 11 20 14 22 +0000, 280 581 33.533916 1 0,30.0,0.18804222222222225,14.21,14.21,4800.0
2025 05 11 20 14 28 +0000, 255 527 30.415951 1 0,30.0,0.18804222222222225,14.05,14.05,4800.0
2025 05 11 20 14 34 +0000, 279 576 33.245243 1 0,30.0,0.18804222222222225,13.87,13.87,4800.0
2025 05 11 20 14 40 +0000, 267 552 31.859436 1 0,30.0,0.18804222222222225,13.94,13.94,4800.0
2025 05 11 20 14 47 +0000, 266 550 31.743952 1 0,30.0,0.18804222222222225,13.72,13.72,4800.0
2025 05 11 20 14 53 +0000, 271 562 32.436817 1 0,30.0,0.18804222222222225,14.04,14.04,4800.0
2025 05 11 20 14 59 +0000, 281 582 33.591671 1 0,30.0,0.18804222222222225,14.05,14.05,4800.0
2025 05 11 20 15 05 +0000, 269 557 32.148125 1 0,30.0,0.18804222222222225,13.96,13.96,4800.0
2025 05 11 20 15 11 +0000, 259 538 31.051035 1 0,30.0,0.18804222222222225,14.08,14.08,4800.0
2025 05 11 20 15 17 +0000, 273 566 32.667786 1 0,30.0,0.18804222222222225,14.04,14.04,4800.0
2025 05 11 20 15 23 +0000, 263 544 31.397507 1 0,30.0,0.18804222222222225,14.1,14.1,4800.0
2025 05 11 20 15 29 +0000, 284 584 33.707226 1 0,30.0,0.18804222222222225,14.03,14.03,4800.0
2025 05 11 20 15 35 +0000, 269 556 32.090397 1 0,30.0,0.18804222222222225,14.12,14.12,4800.0
2025 05 11 20 15 41 +0000, 251 517 29.838594 1 0,30.0,0.18804222222222225,13.89,13.89,4800.0
2025 05 11 20 15 48 +0000, 296 608 35.093109 1 0,30.0,0.18804222222222225,14.2,14.2,4800.0
2025 05 11 20 15 54 +0000, 298 617 35.612740 1 0,30.0,0.18804222222222225,14,14,4800.0
2025 05 11 20 16 00 +0000, 276 571 32.956516 1 0,30.0,0.18804222222222225,14.09,14.09,4800.0
2025 05 11 20 16 06 +0000, 267 553 31.917160 1 0,30.0,0.18804222222222225,14.11,14.11,4800.0
2025 05 11 20 16 12 +0000, 290 596 34.400158 1 0,30.0,0.18804222222222225,14.04,14.04,4800.0
2025 05 11 20 16 18 +0000, 250 512 29.549952 1 0,30.0,0.18804222222222225,13.74,13.74,4800.0
2025 05 11 20 16 24 +0000, 273 562 32.436882 1 0,30.0,0.18804222222222225,14.02,14.02,4800.0
2025 05 11 20 16 30 +0000, 277 573 33.071999 1 0,30.0,0.18804222222222225,13.96,13.96,4800.0
2025 05 11 20 16 36 +0000, 258 534 30.820110 1 0,30.0,0.18804222222222225,14.15,14.15,4800.0
2025 05 11 20 16 42 +0000, 279 575 33.187519 1 0,30.0,0.18804222222222225,14.17,14.17,4800.0
2025 05 11 20 16 49 +0000, 265 551 31.801645 1 0,30.0,0.18804222222222225,13.98,13.98,4800.0
2025 05 11 20 16 55 +0000, 287 596 34.400059 1 0,30.0,0.18804222222222225,14.1,14.1,4800.0
2025 05 11 20 17 01 +0000, 273 571 32.956413 1 0,30.0,0.18804222222222225,14.19,14.19,4800.0
2025 05 11 20 17 07 +0000, 260 539 31.108791 1 0,30.0,0.18804222222222225,14.29,14.29,4800.0
2025 05 11 20 17 13 +0000, 275 568 32.783302 1 0,30.0,0.18804222222222225,13.89,13.89,4800.0
2025 05 11 20 17 19 +0000, 269 554 31.974947 1 0,30.0,0.18804222222222225,13.94,13.94,4800.0
2025 05 11 20 17 25 +0000, 265 547 31.570745 1 0,30.0,0.18804222222222225,14.01,14.01,4800.0
2025 05 11 20 17 31 +0000, 281 579 33.418491 1 0,30.0,0.18804222222222225,13.73,13.73,4800.0
2025 05 11 20 17 37 +0000, 275 565 32.610126 1 0,30.0,0.18804222222222225,13.83,13.83,4800.0
2025 05 11 20 17 43 +0000, 260 539 31.108791 1 0,30.0,0.18804222222222225,14.01,14.01,4800.0
2025 05 11 20 17 50 +0000, 284 583 33.649502 1 0,30.0,0.18804222222222225,14.17,14.17,4800.0
2025 05 11 20 17 56 +0000, 257 533 30.762354 1 0,30.0,0.18804222222222225,14.06,14.06,4800.0
2025 05 11 20 18 02 +0000, 277 573 33.071999 1 0,30.0,0.18804222222222225,14.18,14.18,4800.0
2025 05 11 20 18 08 +0000, 260 533 30.762445 1 0,30.0,0.18804222222222225,14.06,14.06,4800.0
2025 05 11 20 18 14 +0000, 291 596 34.400196 1 0,30.0,0.18804222222222225,14.14,14.14,4800.0
2025 05 11 20 18 22 +0000, 268 558 32.205814 1 0,50.0,0.3293444444444445,13.78,13.78,4800.0
2025 05 11 20 18 28 +0000, 212 429 24.758121 1 0,50.0,0.3293444444444445,13.89,13.89,4800.0
2025 05 11 20 18 34 +0000, 198 405 23.372568 1 0,50.0,0.3293444444444445,14.04,14.04,4800.0
2025 05 11 20 18 41 +0000, 203 415 23.949854 1 0,50.0,0.3293444444444445,13.92,13.92,4800.0
2025 05 11 20 18 47 +0000, 207 426 24.584845 1 0,50.0,0.3293444444444445,13.86,13.86,4800.0
2025 05 11 20 18 53 +0000, 218 445 25.681767 1 0,50.0,0.3293444444444445,14.02,14.02,4800.0
2025 05 11 20 18 59 +0000, 213 435 25.104456 1 0,50.0,0.3293444444444445,13.81,13.81,4800.0
2025 05 11 20 19 05 +0000, 215 439 25.335379 1 0,50.0,0.3293444444444445,14.18,14.18,4800.0
2025 05 11 20 19 11 +0000, 191 392 22.622099 1 0,50.0,0.3293444444444445,14.24,14.24,4800.0
2025 05 11 20 19 17 +0000, 192 395 22.795269 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 20 19 23 +0000, 196 400 23.083939 1 0,50.0,0.3293444444444445,13.95,13.95,4800.0
2025 05 11 20 19 29 +0000, 206 421 24.296230 1 0,50.0,0.3293444444444445,13.81,13.81,4800.0
2025 05 11 20 19 35 +0000, 182 373 21.525312 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 11 20 19 42 +0000, 205 419 24.180773 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 11 20 19 48 +0000, 215 443 25.566252 1 0,50.0,0.3293444444444445,14.22,14.22,4800.0
2025 05 11 20 19 54 +0000, 204 418 24.123032 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 20 20 00 +0000, 211 432 24.931250 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 11 20 20 06 +0000, 196 398 22.968508 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 11 20 20 12 +0000, 213 436 25.162172 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 11 20 20 18 +0000, 190 389 22.448931 1 0,50.0,0.3293444444444445,13.78,13.78,4800.0
2025 05 11 20 20 24 +0000, 213 434 25.046736 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 11 20 20 30 +0000, 205 419 24.180773 1 0,50.0,0.3293444444444445,13.78,13.78,4800.0
2025 05 11 20 20 36 +0000, 208 424 24.469433 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 20 20 43 +0000, 211 432 24.931250 1 0,50.0,0.3293444444444445,14,14,4800.0
2025 05 11 20 20 49 +0000, 216 441 25.450842 1 0,50.0,0.3293444444444445,13.83,13.83,4800.0
2025 05 11 20 20 55 +0000, 214 437 25.219915 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 11 20 21 01 +0000, 195 398 22.968487 1 0,50.0,0.3293444444444445,14.15,14.15,4800.0
2025 05 11 20 21 07 +0000, 220 447 25.797258 1 0,50.0,0.3293444444444445,13.95,13.95,4800.0
2025 05 11 20 21 13 +0000, 210 428 24.700352 1 0,50.0,0.3293444444444445,14.24,14.24,4800.0
2025 05 11 20 21 19 +0000, 213 437 25.219891 1 0,50.0,0.3293444444444445,13.69,13.69,4800.0
2025 05 11 20 21 25 +0000, 208 426 24.584869 1 0,50.0,0.3293444444444445,14.12,14.12,4800.0
2025 05 11 20 21 31 +0000, 220 447 25.797258 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 11 20 21 37 +0000, 224 460 26.547714 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 11 20 21 44 +0000, 205 418 24.123055 1 0,50.0,0.3293444444444445,No channel on name: sh_flo,No channel on name: sh_flo,4800.0
2025 05 11 20 21 50 +0000, 200 409 23.603481 1 0,50.0,0.3293444444444445,14.25,14.25,4800.0
2025 05 11 20 21 56 +0000, 217 446 25.739460 1 0,50.0,0.3293444444444445,14,14,4800.0
2025 05 11 20 22 02 +0000, 210 430 24.815788 1 0,50.0,0.3293444444444445,13.75,13.75,4800.0
2025 05 11 20 22 08 +0000, 196 401 23.141657 1 0,50.0,0.3293444444444445,13.68,13.68,4800.0
2025 05 11 20 22 14 +0000, 229 469 27.067327 1 0,50.0,0.3293444444444445,13.87,13.87,4800.0
2025 05 11 20 22 20 +0000, 220 452 26.085852 1 0,50.0,0.3293444444444445,14.26,14.26,4800.0
2025 05 11 20 22 26 +0000, 235 481 27.760141 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 20 22 32 +0000, 218 446 25.739485 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 11 20 22 38 +0000, 224 458 26.432274 1 0,50.0,0.3293444444444445,13.88,13.88,4800.0
2025 05 11 20 22 45 +0000, 207 424 24.469408 1 0,50.0,0.3293444444444445,14.18,14.18,4800.0
2025 05 11 20 22 51 +0000, 212 436 25.162148 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 11 20 22 57 +0000, 198 405 23.372568 1 0,50.0,0.3293444444444445,14.05,14.05,4800.0
2025 05 11 20 23 03 +0000, 223 457 26.374529 1 0,50.0,0.3293444444444445,13.83,13.83,4800.0
2025 05 11 20 23 09 +0000, 205 418 24.123055 1 0,50.0,0.3293444444444445,13.83,13.83,4800.0
2025 05 11 20 23 15 +0000, 195 401 23.141634 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 11 20 23 21 +0000, 217 439 25.335430 1 0,50.0,0.3293444444444445,13.93,13.93,4800.0
2025 05 11 20 23 27 +0000, 218 446 25.739485 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 11 20 23 33 +0000, 205 418 24.123055 1 0,50.0,0.3293444444444445,14.22,14.22,4800.0
2025 05 11 20 23 39 +0000, 223 455 26.259089 1 0,50.0,0.3293444444444445,14.04,14.04,4800.0
2025 05 11 20 23 46 +0000, 206 421 24.296230 1 0,50.0,0.3293444444444445,13.83,13.83,4800.0
2025 05 11 20 23 52 +0000, 204 416 24.007597 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 11 20 23 58 +0000, 222 455 26.259064 1 0,50.0,0.3293444444444445,14.2,14.2,4800.0
2025 05 11 20 24 04 +0000, 218 448 25.854923 1 0,50.0,0.3293444444444445,13.88,13.88,4800.0
2025 05 11 20 24 10 +0000, 200 408 23.545765 1 0,50.0,0.3293444444444445,14.12,14.12,4800.0
2025 05 11 20 24 16 +0000, 212 432 24.931274 1 0,50.0,0.3293444444444445,14.07,14.07,4800.0
2025 05 11 20 24 22 +0000, 211 431 24.873531 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 11 20 24 28 +0000, 204 419 24.180750 1 0,50.0,0.3293444444444445,14.02,14.02,4800.0
2025 05 11 20 24 34 +0000, 200 412 23.776630 1 0,50.0,0.3293444444444445,13.79,13.79,4800.0
2025 05 11 20 24 40 +0000, 207 421 24.296255 1 0,50.0,0.3293444444444445,13.84,13.84,4800.0
2025 05 11 20 24 47 +0000, 204 416 24.007597 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 11 20 24 53 +0000, 200 409 23.603481 1 0,50.0,0.3293444444444445,14.05,14.05,4800.0
2025 05 11 20 24 59 +0000, 233 476 27.471481 1 0,50.0,0.3293444444444445,14.11,14.11,4800.0
2025 05 11 20 25 05 +0000, 201 410 23.661222 1 0,50.0,0.3293444444444445,14.02,14.02,4800.0
2025 05 11 20 25 11 +0000, 204 419 24.180750 1 0,50.0,0.3293444444444445,13.93,13.93,4800.0
2025 05 11 20 25 17 +0000, 209 425 24.527176 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 11 20 25 23 +0000, 217 444 25.624023 1 0,50.0,0.3293444444444445,14.27,14.27,4800.0
2025 05 11 20 25 29 +0000, 204 417 24.065313 1 0,50.0,0.3293444444444445,13.93,13.93,4800.0
2025 05 11 20 25 35 +0000, 199 407 23.488026 1 0,50.0,0.3293444444444445,14.18,14.18,4800.0
2025 05 11 20 25 41 +0000, 214 436 25.162197 1 0,50.0,0.3293444444444445,14.05,14.05,4800.0
2025 05 11 20 25 48 +0000, 208 423 24.411716 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 11 20 25 54 +0000, 215 443 25.566252 1 0,50.0,0.3293444444444445,13.77,13.77,4800.0
2025 05 11 20 26 00 +0000, 196 397 22.910791 1 0,50.0,0.3293444444444445,13.6,13.6,4800.0
2025 05 11 20 26 06 +0000, 197 401 23.141680 1 0,50.0,0.3293444444444445,14.05,14.05,4800.0
2025 05 11 20 26 12 +0000, 183 374 21.583050 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 11 20 26 18 +0000, 222 455 26.259064 1 0,50.0,0.3293444444444445,13.8,13.8,4800.0
2025 05 11 20 26 24 +0000, 208 430 24.815739 1 0,50.0,0.3293444444444445,13.97,13.97,4800.0
2025 05 11 20 26 30 +0000, 194 393 22.679882 1 0,50.0,0.3293444444444445,14.11,14.11,4800.0
2025 05 11 20 26 36 +0000, 209 424 24.469456 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 11 20 26 42 +0000, 209 427 24.642609 1 0,50.0,0.3293444444444445,13.84,13.84,4800.0
2025 05 11 20 26 49 +0000, 216 439 25.335403 1 0,50.0,0.3293444444444445,14.28,14.28,4800.0
2025 05 11 20 26 55 +0000, 195 399 23.026201 1 0,50.0,0.3293444444444445,14.2,14.2,4800.0
2025 05 11 20 27 01 +0000, 205 418 24.123055 1 0,50.0,0.3293444444444445,13.99,13.99,4800.0
2025 05 11 20 27 07 +0000, 209 431 24.873480 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 20 27 13 +0000, 193 397 22.910723 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 11 20 27 19 +0000, 191 390 22.506666 1 0,50.0,0.3293444444444445,14.26,14.26,4800.0
2025 05 11 20 27 25 +0000, 187 384 22.160286 1 0,50.0,0.3293444444444445,13.97,13.97,4800.0
2025 05 11 20 27 31 +0000, 196 404 23.314806 1 0,50.0,0.3293444444444445,13.95,13.95,4800.0
2025 05 11 20 27 37 +0000, 204 416 24.007597 1 0,50.0,0.3293444444444445,13.95,13.95,4800.0
2025 05 11 20 27 43 +0000, 199 406 23.430309 1 0,50.0,0.3293444444444445,13.96,13.96,4800.0
2025 05 11 20 27 50 +0000, 197 400 23.083963 1 0,50.0,0.3293444444444445,13.63,13.63,4800.0
2025 05 11 20 27 56 +0000, 196 400 23.083939 1 0,50.0,0.3293444444444445,14.2,14.2,4800.0
2025 05 11 20 28 02 +0000, 203 411 23.718987 1 0,50.0,0.3293444444444445,13.87,13.87,4800.0
2025 05 11 20 28 08 +0000, 222 454 26.201344 1 0,50.0,0.3293444444444445,13.83,13.83,4800.0
2025 05 11 20 28 14 +0000, 202 414 23.892115 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 20 28 20 +0000, 206 420 24.238514 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 11 20 28 28 +0000, 192 386 22.275827 1 0,100.0,0.6826,14.27,14.27,4800.0
2025 05 11 20 28 34 +0000, 113 226 13.040719 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 11 20 28 41 +0000, 124 249 14.368121 1 0,100.0,0.6826,13.88,13.88,4800.0
2025 05 11 20 28 47 +0000, 120 239 13.790996 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 11 20 28 53 +0000, 124 249 14.368121 1 0,100.0,0.6826,14.2,14.2,4800.0
2025 05 11 20 28 59 +0000, 119 240 13.848687 1 0,100.0,0.6826,14.16,14.16,4800.0
2025 05 11 20 29 05 +0000, 108 218 12.579010 1 0,100.0,0.6826,13.95,13.95,4800.0
2025 05 11 20 29 11 +0000, 129 260 15.002977 1 0,100.0,0.6826,13.85,13.85,4800.0
2025 05 11 20 29 17 +0000, 122 246 14.194971 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 11 20 29 23 +0000, 124 249 14.368121 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 11 20 29 29 +0000, 97 197 11.367080 1 0,100.0,0.6826,14.24,14.24,4800.0
2025 05 11 20 29 35 +0000, 106 215 12.405869 1 0,100.0,0.6826,13.86,13.86,4800.0
2025 05 11 20 29 42 +0000, 112 225 12.983001 1 0,100.0,0.6826,14.19,14.19,4800.0
2025 05 11 20 29 48 +0000, 114 232 13.386969 1 0,100.0,0.6826,14.22,14.22,4800.0
2025 05 11 20 29 54 +0000, 120 240 13.848701 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 11 20 30 00 +0000, 138 278 16.041870 1 0,100.0,0.6826,14,14,4800.0
2025 05 11 20 30 06 +0000, 127 255 14.714410 1 0,100.0,0.6826,13.87,13.87,4800.0
2025 05 11 20 30 12 +0000, 121 245 14.137251 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 11 20 30 18 +0000, 114 231 13.329264 1 0,100.0,0.6826,14.23,14.23,4800.0
2025 05 11 20 30 24 +0000, 110 224 12.925268 1 0,100.0,0.6826,14.26,14.26,4800.0
2025 05 11 20 30 30 +0000, 110 222 12.809857 1 0,100.0,0.6826,14.15,14.15,4800.0
2025 05 11 20 30 36 +0000, 126 254 14.656687 1 0,100.0,0.6826,14.05,14.05,4800.0
2025 05 11 20 30 43 +0000, 123 252 14.541229 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 11 20 30 49 +0000, 119 243 14.021808 1 0,100.0,0.6826,13.9,13.9,4800.0
2025 05 11 20 30 55 +0000, 119 241 13.906394 1 0,100.0,0.6826,13.79,13.79,4800.0
2025 05 11 20 31 01 +0000, 120 241 13.906408 1 0,100.0,0.6826,13.68,13.68,4800.0
2025 05 11 20 31 07 +0000, 120 242 13.964115 1 0,100.0,0.6826,13.81,13.81,4800.0
2025 05 11 20 31 13 +0000, 122 244 14.079557 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 11 20 31 19 +0000, 125 253 14.598966 1 0,100.0,0.6826,13.81,13.81,4800.0
2025 05 11 20 31 25 +0000, 106 213 12.290460 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 11 20 31 31 +0000, 117 234 13.502421 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 11 20 31 37 +0000, 123 248 14.310401 1 0,100.0,0.6826,13.77,13.77,4800.0
2025 05 11 20 31 44 +0000, 122 244 14.079557 1 0,100.0,0.6826,14.04,14.04,4800.0
2025 05 11 20 31 50 +0000, 112 228 13.156118 1 0,100.0,0.6826,14.16,14.16,4800.0
2025 05 11 20 31 56 +0000, 131 264 15.233841 1 0,100.0,0.6826,13.95,13.95,4800.0
2025 05 11 20 32 02 +0000, 123 247 14.252693 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 11 20 32 08 +0000, 127 256 14.772118 1 0,100.0,0.6826,14.1,14.1,4800.0
2025 05 11 20 32 14 +0000, 113 228 13.156132 1 0,100.0,0.6826,13.72,13.72,4800.0
2025 05 11 20 32 20 +0000, 118 240 13.848674 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 11 20 32 26 +0000, 136 274 15.811002 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 11 20 32 32 +0000, 128 257 14.829839 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 11 20 32 38 +0000, 114 228 13.156145 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 11 20 32 45 +0000, 118 238 13.733261 1 0,100.0,0.6826,14.02,14.02,4800.0
2025 05 11 20 32 51 +0000, 135 270 15.580153 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 11 20 32 57 +0000, 114 233 13.444675 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 11 20 33 03 +0000, 122 244 14.079557 1 0,100.0,0.6826,13.51,13.51,4800.0
2025 05 11 20 33 09 +0000, 127 256 14.772118 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 11 20 33 15 +0000, 116 233 13.444702 1 0,100.0,0.6826,14.05,14.05,4800.0
2025 05 11 20 33 21 +0000, 124 250 14.425828 1 0,100.0,0.6826,13.93,13.93,4800.0
2025 05 11 20 33 27 +0000, 126 255 14.714395 1 0,100.0,0.6826,14.28,14.28,4800.0
2025 05 11 20 33 33 +0000, 122 245 14.137265 1 0,100.0,0.6826,13.59,13.59,4800.0
2025 05 11 20 33 39 +0000, 119 239 13.790981 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 11 20 33 46 +0000, 126 254 14.656687 1 0,100.0,0.6826,13.9,13.9,4800.0
2025 05 11 20 33 52 +0000, 138 280 16.157288 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 11 20 33 58 +0000, 121 244 14.079543 1 0,100.0,0.6826,13.85,13.85,4800.0
2025 05 11 20 34 04 +0000, 134 268 15.464719 1 0,100.0,0.6826,13.9,13.9,4800.0
2025 05 11 20 34 10 +0000, 138 278 16.041870 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 11 20 34 16 +0000, 120 242 13.964115 1 0,100.0,0.6826,13.94,13.94,4800.0
2025 05 11 20 34 22 +0000, 117 237 13.675541 1 0,100.0,0.6826,14.02,14.02,4800.0
2025 05 11 20 34 28 +0000, 104 211 12.175026 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 11 20 34 34 +0000, 136 274 15.811002 1 0,100.0,0.6826,13.55,13.55,4800.0
2025 05 11 20 34 40 +0000, 119 240 13.848687 1 0,100.0,0.6826,13.88,13.88,4800.0
2025 05 11 20 34 47 +0000, 127 256 14.772118 1 0,100.0,0.6826,13.89,13.89,4800.0
2025 05 11 20 34 53 +0000, 132 265 15.291565 1 0,100.0,0.6826,14.13,14.13,4800.0
2025 05 11 20 34 59 +0000, 131 263 15.176132 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 11 20 35 05 +0000, 131 263 15.176132 1 0,100.0,0.6826,14.12,14.12,4800.0
2025 05 11 20 35 11 +0000, 119 241 13.906394 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 11 20 35 17 +0000, 139 280 16.157305 1 0,100.0,0.6826,13.94,13.94,4800.0
2025 05 11 20 35 23 +0000, 134 270 15.580136 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 11 20 35 29 +0000, 127 255 14.714410 1 0,100.0,0.6826,14.27,14.27,4800.0
2025 05 11 20 35 35 +0000, 116 236 13.617821 1 0,100.0,0.6826,13.52,13.52,4800.0
2025 05 11 20 35 41 +0000, 133 269 15.522412 1 0,100.0,0.6826,14.13,14.13,4800.0
2025 05 11 20 35 48 +0000, 130 263 15.176117 1 0,100.0,0.6826,14.16,14.16,4800.0
2025 05 11 20 35 54 +0000, 128 260 15.002962 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 11 20 36 00 +0000, 127 258 14.887533 1 0,100.0,0.6826,14.2,14.2,4800.0
2025 05 11 20 36 06 +0000, 125 251 14.483550 1 0,100.0,0.6826,13.88,13.88,4800.0
2025 05 11 20 36 12 +0000, 132 267 15.406981 1 0,100.0,0.6826,14,14,4800.0
2025 05 11 20 36 18 +0000, 128 258 14.887547 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 11 20 36 24 +0000, 136 274 15.811002 1 0,100.0,0.6826,13.77,13.77,4800.0
2025 05 11 20 36 30 +0000, 124 252 14.541243 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 11 20 36 36 +0000, 117 234 13.502421 1 0,100.0,0.6826,13.7,13.7,4800.0
2025 05 11 20 36 42 +0000, 134 271 15.637844 1 0,100.0,0.6826,13.93,13.93,4800.0
2025 05 11 20 36 49 +0000, 126 253 14.598980 1 0,100.0,0.6826,14.11,14.11,4800.0
2025 05 11 20 36 55 +0000, 105 214 12.348152 1 0,100.0,0.6826,13.74,13.74,4800.0
2025 05 11 20 37 01 +0000, 126 257 14.829810 1 0,100.0,0.6826,14.11,14.11,4800.0
2025 05 11 20 37 07 +0000, 119 243 14.021808 1 0,100.0,0.6826,13.93,13.93,4800.0
2025 05 11 20 37 13 +0000, 121 242 13.964129 1 0,100.0,0.6826,13.91,13.91,4800.0
2025 05 11 20 37 19 +0000, 120 241 13.906408 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 11 20 37 25 +0000, 131 262 15.118424 1 0,100.0,0.6826,14.18,14.18,4800.0
2025 05 11 20 37 31 +0000, 114 231 13.329264 1 0,100.0,0.6826,14.05,14.05,4800.0
2025 05 11 20 37 37 +0000, 116 234 13.502407 1 0,100.0,0.6826,14.24,14.24,4800.0
2025 05 11 20 37 43 +0000, 128 259 14.945255 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 11 20 37 50 +0000, 119 239 13.790981 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 11 20 37 56 +0000, 109 219 12.636729 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 11 20 38 02 +0000, 113 228 13.156132 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 11 20 38 08 +0000, 127 258 14.887533 1 0,100.0,0.6826,13.82,13.82,4800.0
2025 05 11 20 38 14 +0000, 112 225 12.983001 1 0,100.0,0.6826,13.79,13.79,4800.0
2025 05 11 20 38 20 +0000, 119 240 13.848687 1 0,100.0,0.6826,13.78,13.78,4800.0
2025 05 11 20 38 26 +0000, 129 260 15.002977 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 11 20 38 34 +0000, 142 288 16.619026 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 11 20 38 41 +0000, 252 521 30.069519 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 20 38 47 +0000, 90 183 10.559153 1 0,0.0,0.03434,14.14,14.14,4800.0
2025 05 11 20 38 53 +0000, 79 160 9.231886 1 0,0.0,0.03434,13.78,13.78,4800.0
2025 05 11 20 38 59 +0000, 88 177 10.212914 1 0,0.0,0.03434,14,14,4800.0
2025 05 11 20 39 05 +0000, 85 173 9.982073 1 0,0.0,0.03434,13.9,13.9,4800.0
